text,topic,subtopic,delegate,press_region,address_type
"The promotion of goodwill and cooperation among the nations of Asia and Africa is indeed the first purpose of this Conference. My Delegation has come with genuine desire to get together with the representatives of other nations of Asia and Africa in order to become better asquainted with them, to exchange views with them freely and frankly on questions of common concern, and to help bring about the greatest possible measure of agreement in the interest of world pence and of the security, freedom and economic and social well-being of the peoples of
Asia and Africa.
Cultural cooperation should certainly be promoted, not only because there have been age-long strong ties of traditional culture among Asian nations as among nations of South, Southeast and East Asia, but there have also been close cultural ties with countries of Islam.
The sense of moral and spiritual values in life is ingrained into our nature: it is part of ourselves, it is our

essential way of life. The sublime importance of Faith or the Spirit in the life of man should be cherished and upheld by Asia and Africa. Righteousness or the moral law shall prevail, because Buddhism, Islam and Christianty all teach the same lesson the dignity and worth of man, faith in fundamental human rights, and respect for fundamental freedom for all without distinction aS to creed, colour or race. Racial discrimination is inadmissible and should be eradicated.
Economic well-being is the most pressing need of Asia and Africa, and there is an imperative necessity (O raise the standards of life of the Asian and African peoples, if only to protect them from the and disease. threat of hunger, poverty Economic cooperation, therefore, is wholeheartedly to be welcomed and closer economic ties among the nations of Asia and Africa should certainly be developed. My Delegation considers that it is necessary and appropriate that there should, at the same time,

continue to be economic cooperation with the rest of the world.
On the question of national sovereignty and of colonialism, the Thai Delegation upholds the principle of selfdetermination and of self-government and independence for all peoples of Asia and Africa. My Government is happy that the States in Indo-China have regained their independence and our best wishes go to Laos, Cambodia and the State of Vietnam. We are glad, too, that with the approaching elections, Malaya is well on the way to selfgovernment, which IS to be welcomed as a prelude to independence.
Thailand's love of peace and freedom is well known in the history of international relations and my country has always attached fundamental value to international cooperation.
The five principles of respect for sovereignty and territorial integrity, non-aggression, non-interference in

each other's internal affairs, equality and mutual benefit, and peaceful coexistence, can be understood, except as regards the last principle of peaceful coexistence. What exactly does this mean ? Does it mean ""live and also let live"", which is the right principle? Does it imply the practice of tolerance as is explicitly stated in Charter of the United Nations? For the Charter says ""to practice tolerance and live together in peace with one another as good neighbours"".
These doubts in my mind must first be cleared up.
In view of this situation as well as of the invasion of Laos by Vietminh forces in 1953 and also in 1954, Thailand has had clearly to face a threat of infiltration and subversion, if not of aggression itself.
Thailand only seeks to protect itself against aggression and subversion and no one without aggressive design need have any fear of my country. The Thai Delegation, I repeat, has come to this Conference with goodwill towards all.",address,,"Prince Wan, Thailand",,Opening
"I am deeply moved by the significance of the fact that such a large number of nations of Asia and Africa are here assembled under one roof. Could it have been possible to effect such a gathering ten years ago ? And had it been possible, how many independent countries would have been among us ?
This in itself is the most vivid proof that the constant struggle of mankind for their rights and liberties is for ever on the move.
Tension and insecurity have clouded the political horizon ever since the end of the Second World War. Ambitions of domination, threats of territorial integrity, interference in the internal affairs of others whether by force or infiltration and in some cases armed aggression itself, have constantly kept us on the alert and forced upon us the necessity of extreme vigilance for the safeguarding of world peace and of our national independence.
About this period, my country, Turkey, also had to face ambitions directed against its independence and integrity. Pressure was exercised on us to make us cede part of our territory and to force upon us conditions which were incompatible with our national sovereignty and independence. This pressure came to us from a neighbouring country with which we had previously concluded a treaty of friendship and non-aggression, a country with which we had entertained friendly relations and to which we had extended precious help by our benevolent attitude during the war.

These are the reasons and conditions which gave birth to the defensive alliance of peace-loving countries named the ""North Atlantic Treaty Organization"".

The same reasons, the same determination to resist aggression and defend Peace, brought about the Balkan Pact, the Turkish-Pakistani Treaty of Friendly Collaboration, the Turkish-Iraqi Pact, the South East Asia Treaty Organization, and other similar agreements.
It was only after it became clear that the peace-loving countries were prepared to defend themselves and to stop aggression that hesitation was seen in the aggressive camp in the prospects of unleasing a ""shooting war""' and the word ""coexistence"" began to be used in their ranks.
Thus freedom, independence and Peace are not blessings that are bestowed on us without effort, but rather they are ideals whose attainment Or safeguarding place a heavy burden of responsibility upon the shoulders of every one of us.
To fail to realise these truths, to take the line of least resistance, and to hope that by shutting one's eyes to danger one may find security, is a course which is perilous not only to the one who follows it but also to the entire community. Such illusions have existed in very recent times. They have all come to disastrous ends.
The instance of the well-meaning but misguided state of Czechoslovakia has already been appropriately cited from this rostrum.

If we are to exert an influence upon the others for the establishment of lasting peace and hope that we may do SO our first duty to ourselves should be to keep our own continent free of violence and aggression.",address,,"Fatin Rustu Zorlu, Turkey",,Opening
"DISTRIBUTED SPEECH The Asia and Africa of today are nO longer the countries of this Asia and Africa of yesterday. Many region have taken their destiny into their own hands after long years of endeavours. Our Conference itself reflects this profound historical change. has
However, the rule of colonialism in this region not yet come to an end, and new colonialists are attempting to take the place of the old ones. Not a few of the Asian and African peoples are still leading a life of colonial slavery. Not a few of the Asian and African peoples are still subjected to racial discrimination and deprived of human rights.
The courses which we peoples of the Asian and African countries have taken in striving for freedom and independence may vary, but our will to win and preserve our freedom and independence is the same.
However different the specific conditions in each of our most of countries may be, it is equally nesessary for us to eliminate the state of backwardness caused by the rule of colonialism. We need to develop our countries independently with no outside interference and in accordance with the will of the people.

In China, ever since the people became masters of their own country, all their efforts have been aimed at the elimination of backwardness left behind by the prolonged semi-colonial society and the building of their country into an idustrialized one. In the last five years, we have rehabilitated the national economy ruined by long years of war, and have since 1953 started the first five-year plan of economic construction. As a result of these efforts, production in all the main fields, such as iron and steel, cotton cloth, grains, have exceeded the level of any period in the history of China. But these achievements are still very small as compared with our actual needs. Our country IS still very backward as compared with the highly industrialized ones. Like other countries in Asia and Africa, we are in urgent need of a peaceful international environment for the development of our independent and sovereign economy.

People irrespective of race or color should all enjoy the fundamental human rights and not be subjected to any maltreatment and discrimination. However, we cannot help being aware that the peoples of Tunisia, Morocco, Algeria and other dependent peoples who have been fighting for independence, have never ceased to be suppressed with violence. Racial discrimination and persecution under racialism in the Union of South Africa and other places have not yet been curbed. The problem of Arab refugees of Palestine still remains to be solved.

The struggle of the Egyptian people for the restoration the Suez Canal Zone, the struggle of their sovereignty over of the Iranian people for the restoration of sovereignty and the demand for the over their petroleum resources, restoration of territorial rights of India over Goa and of
Indonesia over West Irian, have all won sympathy from to liberate many countries in Asia and Africa. China's will her own territory Taiwan has likewise won the support of all righteous people in the Asian-African region. This proves that the peoples of our Asian and African countries understand each other and have sympathy and concern for one another.
Peace can only be safeguarded by mutual respect for each other's territorial integrity and sovereignty. The encroachment on the sovereignty and territory of any country and the interference in the internal affairs of any country will inevitably endanger peace.

The Geneva Conference was able to create favourable conditions for the establishment of an area of peace. But after the Geneva Conference we witnessed a development in the opposite direction. This is not in the interest of the Indo-Chinese states, nor is it in the interest of peace. We hold that the Geneva agreements on the restoration of peace in Indo-China should be strictly and faithfully carried out. No interference or obstruction from any quarter should be allowed. The question of peaceful unification of Korea should also be solved in accordance with the same principles.
We Asian and African countries need to cooperate in the economic and cultural fields in order to facilitate the elimination of the economic and cultural backwardness caused by the long period of colonial exploitation and oppression. This cooperation should be based on equality and mutual benefit, with no conditions for privilege attached. The trade relations and economic cooperation between us should have for its purpose the promotion of the independent economic development in each country, and not to convert any country into a sole producer of raw materials and a market for consumer needs. Our cultural exchange should have respect for the development of the national culture of each country, and not to ignore the characteristics and special merits of the culture of any country SO that we may learn and benefit from each other.

India, Burma and China have affirmed the five principles of peaceful coexistence as the guiding principles in their mutual relations. These principles have received support from more and more countries. Following these principles China and Indonesia have already achieved good results in their preliminary talks on the question of the nationality of the citizens of one country residing in the other. During the Geneva conference, China also

expressed its readiness to develop friendly relations with the
Indo-Chinese states on the basis of these five principles. There is no reason why the relations between China and Thailand, the Philippines and other neighbouring countries cannot be improved on the basis of these five principles. China is ready to establish normal relations with other Asian and African countries on the basis of the strict adherence to these principles and is willing to promote the normalization of relations between China and Japan. In order to promote mutual understanding and cooperation among us, we propose that the governments, parliaments and peoples' organizations of the Asian and African countries make friendly visits to each other's countries.",address,,"Chou En-lai, China",,Opening
"SUPPLEMENTARY SPEECH
The Chinese Delegation has come here to seek unity and not to quarrel. We Communists do not hide the fact that we believe In communism and that we consider the socialist system a good system. There IS no need at this Conference to publicize one's ideology and the political system of one's country, although differences do exist among us.
The Chinese Delegation has come here to seek common ground, not to create divergence.

As for the tension created, solely by the United States, in the area of Taiwan, we could have submitted for deliberation by the Conference an item such as the proposal made by the Soviet Union for seeking a settlement through an international conference.
Again, we could have submitted for deliberation by the Conference the question of recognizing and restoring the legitimate status of the People's Republic of China in the United Nations.
Besides, we could have also made criticisms here as regards the unfair treatment of China by the United Nations. But we did not do all this, because otherwise our Conference would be dragged into disputes about all these problems without any solution.
Now first of all I would like to talk about the question of different ideologies and social systems. We have to admit that among our Asian and African countries we do have different ideologies and different social systems. But this does not prevent us from seeking common ground and being united. Many independent countries have appeared since the Second World War. One group of them are countries led by the Communist Parties ; another group of them are countries led by nationalists.
Secondly, I would like to talk about the question as to whether there is freedom of religious belief. Freedom of religious belief is a principle recognized by all modern

nations. We Communists are atheists, but we respect all those who have religious belief. We hope that those with religious belief will also respect those without. China is d country where there is freedom of religious belief. There are in China not only seven million Communists, but also tens of millions of Moslems and Buddhists and millions of Protestants and Catholics. Here in the Chinese Delegation, there is a pious Eamam of the Islamic faith. Such a situation is no obstacle to the internal unity of China. Why should it be impossible in the community of Asian and African countries to unite those with religious belief and those without ?
Thirdly, about the question of the so-called subversive activities.

Chiang Kai-shek is still using some very few overseas Chinese to carry out subversive activities against the countries where they are residing. The people's government of new China, however, is ready to solve the problem of dual nationality of overseas Chinese with the governments of the countries concerned. Some other people say that the autonomous region of Thai people in China is a threat to others. There are in China more than forty million national minorities of scores of natonalities. The Thai people, and the Chuang people who are of the same stock as the Thai people, number almost ten milion. Since they do exist, we must grant them the right of autonomy. Just as there is an autonomous state for Shan people in Burma, every national minority in China has its autonomous region. The national minorities in China exercise their right of autonomy within China, how could that be said as being a threat to our neighbour?
The problem at present is not that we are carrying out subversive activities against the governments of other countries, but that there are people who are establishing bases around China in order to carry out subversive activities against the Chinese Government. For instance, on the border between China and Burma, there are in fact remnant armed elements of the Chiang Kai-shek clique who are carrying out destructive activities against both China and Burma.

China has no intention whatsoever to subvert the governments of its neighboring countries. On the contrary, it is China that is suffering from the subversive activities which are openly carried out without any disguise by the United States of America. Those who do not believe in this may come to China or send someone there to see for themselves.
We welcome the delegates of all the participating countries in this Conference to visit China at any time they like. We have no bamboo curtain, but some people are spreading a smokescreen between us.",address,,"Chou En-lai, China",,Opening
"It is because we are fully aware of the special importance of this conference, it is because we sincerely want to serve the cause of peace and freedom, that our Govhere ernment has accepted to come and meet with you in Bandung.
Another reason has also motivated our earnest acceptance i.e., Vietnam is one of the nations in
Southeast Asia, which, unfortunately, had been placed for almost a century under the oppression of foreigners, and only recently, thanks to the numberless efforts and sacrifices of our people, did it regain its independence. Deeply aware of all the sufferings of an oppressed people such as in our case, we are naturally the most ardent supporters of all undertakings which may help small them nations gain quickly their independence, and provide with adequate means to strengthen that independence, in order to live under a regime of true freedom, respecting human personalities and the basic rights of mankind. However, in order to further clarify the position of our Government at this Assembly, we deem it necessary to add that, despite our devotion to the cause of peace and our desire to fasten the ties of friendship with all nations in the world, we strongly protest against all antiinternational undertakings which, under the pretext of serving the cause of Peace, violate the inalienable right of self-determination of a people, a right which has been solemnly recognized in the Charter of the United Nations and in the Declaration of May 2nd, 1954 by the Colombo Powers here present to-day.
We don't need to go far to look for evidences ; for

our country itself has suffered from such an anti-international solution. In the final declaration issued at the close of the Colombo Conference, the Prime Ministers of the participating Powers, here present today, have in fact agreed that the solution to the Indo-China problem required direct negotiations among the parties concerned, viz., France, the three Associated States and the Vietminh, as well as other parties invited by general consent. Yet the Geneva agreements were signed without taking any consideration of the recommendations and protestations strongly made by our Government.
After partition of our country, our people North of the 17th parallel, refusing to stay under a dictatorial regime and wanting to live in a truly free country, have spontaneously emigrated southward to live in peace under the protection of the National Government. Despite obstacles of all kinds created by our opponents (of which we are ready to exhibit evidence any time if necessary), despite the strong attachment of our people to their native villages, until now nearly a million of our countrymen from the North have resolutely left their homes, their properties, the tombs of their ancestors, all they cherish the most in life, to choose and enjoy freedom south of the 17th parallel.
Devoted to the cause of liberty, our government has done everything in its power to assist the refugees from the North to preserve the freedom they have dearly obtained, often at the cost of their very lives. It makes every effort to translate it into a truly happy life under a democratic government.",address,,"Nguyen Van Thoai, State Of Viet-Nam",,Opening
"On the eve of the Conference, various leading American papers speculated that both Nehru and Chou En-lai might use the Conference as a sounding-board as regards Matsu, Quemoy and Taiwan. With variations here and there the editorials presented almost similar views that the United States' Far Eastern policy might be viewed with criticism by the Conference.
The Sunday edition of the ""Washington Post"" stated in its editorial that passionate eloquence against specific evils would undoubtedly be produced. Dr. Ali Sastroamidjojo, the paper said, could not pass up the opportunity to get a few anti-Dutch sentiments off his chest. He was after all the father of the Bandung Conference and hoped
10 earn considerable domestic kudos out of the proceedings. So, the paper continued, the claims to. Irian were due to be pushed into the international limelight again. It would not be surprising if America were included amongst the imperialists and found herself branded as a residuary of imperialism.

On the other hand columnist Chalmers Roberts advocated seriously U.S. understanding of what is happening at Bandung. The Conference would certainly, in Roberts' opinion, result in more pressure from the have-nots of the world for a better share of the world's goods. Hence the long-term effect of Bandung would not be able to be measured as much by what was said or done or thought this week, as by the way in which the Western ""have"" which the nations responded, and above all by the way in U.S. responded. If the U.S. let itself be irritated by what it heard this week from Bandung, and there would be plenty of irritants, Americans would probably be losers in the end. But, the Washington Post columnist continued, if the challenges which Bandung offered to the West were backed up, and efforts were made to meet them, then the Asian-African Conference could turn out to have been a useful affair from the U.S. viewpoint.
The Bandung Conference was an historical landmark for that half of the world which has been asleep for 500 years or more. The Asian nations were on their feet at long last.
Roberts was certain that it was not entirely these peoples' own conduct or will which would shape their future. The Soviet Union was watching to lend a hand, and Red China, barely awake itself, was promising aid. Somebody's proffer of a hand was going to be accepted, the columnist concluded.

Peggy Durdin, writing for the Sunday magazine of the ""New York Times"" from Singapore called for betterU.S. understanding of Asia. She pointed out that viewing Communist emergence in Asia, the U.S. could not, by bombs and military pacts, save Asia from Communism, which was expanding most effectively not through military invasion but through indigenous upheavals and revolution. Not even American economic and technical assistance could do it. No one knew better than the Chinese Communists that man does not live by bread alone. If all or part of Asia was to be saved, Asians themselves would do it. In many Asians' view the function of the West of the U.S.A. was important but secondary. It was to be a good friend and neighbour in every sense of the word.
The ""New York Herald Tribune"" pointed out that resentment of the past might be the common factor for many of these 29 diverse nations that have been subjected to control by Europe or U.S.A. Because of the strong diversity amongst participating nations, the Herald Tribune suggested that the need at Bandung wás to realize that the greatest peril to growing freedom of Asia and Africa was not to be found in nations excluded from the Conference because of race or geography, but in the Conference's own ranks in Red China and its apologists, in those who would use old hatreds to build new slavery, who were SO blinded by the past that they couldn't see the threat of the future.

The ""New York Daily Worker"" pointed out that the Asian-African Conference constituted a declaration of independence from Western imperialism but offered a friendly hand to the American people and mutually beneficial relations, including peaceful co-existence and the recognition of sovereignty and equality of all peoples.
In-an article entiled ""Asian-African Nations enter upon a New Road"", the New York Times Far Eastern correspondent Tillman Durdin wrote on the eve of the Conference that this gathering was regarded by its participants as representing an emphatic assertion of their right of existence and independence, and a gesture to underline these factors to the West. Many delegates were viewing this feeling as the most important aspect of the Conference. It might be possible, they were inclined to believe, to arrive at agreement on certain broad propositions, but disagreement was inevitable on many specific issues. It was recognized here, in Durdin's view, that there was

more diversity than uniformity of interest and viewpoint at
Bandung, despite the fact that the participants had certain characteristics in common.
The anti-Communist powers such as Turkey, Thailand,
Iraq, South Vietnam and the Philippines, were not likely to agree with Communist China and North Vietnam on many issues, Mr. Durdin continued. The five principles of co-existence would certainly be supported by both India and
Communist China. But, because these have been made the theme of Communist propaganda, the antiCommunist powers would certainly find these principles difficult to accept. It was generally considered that Chou

En-lai would be attempting to be as moderate as possible in an effort to get resolutions of a general nature adopted by the Conference. It was believed that Chou had striven to avoid public evidence of differences with Nehru, and by this tactic was trying to swing a maximum amount of Asian-African opinion into association with Peking Bandung last weekend promised very little little achievement, the New York Times correspondent concluded.
The long-term effect of what the Conference did might depend more on propaganda use made of the Bandung decisions, and on informal contacts made, than upon any agreements or disagreements produced.",press,,,America,
"Treaty on the Question of Dual Nationality Between China and Indonesia

It is clear that the Conference is providing delegates and visitors with many opportunities for forming the basis of lasting relationships at both personal and official levels. It is also providing an opportunity for furthering discussions and implementing arrangements which have already been begun between different countries. It is now clear that the friendly atmosphere of the Conference can result in concrete agreements on questions which have been under discussion for some time past.
A Treaty concerning the question of dual nationality was signed on April 22nd between the People's Republic of China and the Republic of Indonesia.

A short ceremony was held in the Residence of the Governor of West Java, when the Foreign Minister of the Republic of Indonesia, Sunarjo, received Chou En-lai, Minister of Foreign Affairs of the People's Republic of China. The ceremony was begun with the signing of the Treaty, after which Minister Sunarjo made a brief address and Minister Chou En-lai replied.
The following is the text of the Joint Communique which was issued subsequent to the signing of the document.",general,dual nationality,,,
"JOINT COMMUNIQUE ON NEGOTIATIONS BETWEEN THE PEOPLE'S REPUBLIC OF CHINA AND THE REPUBLIC OF INDONESIA CONCERNING THE QUESTION OF DUAL NATIONALITY

With a view reasonably settling the question of dual nationality, preliminary negotiations were held in Peking between the Government of the People's Republic of China and the Government of the Republic of Indonesia from November 2, 1945 to December 23, 1954. On the basis of the agreements reached in Peking, further negotiations were held by the two Governments in Djakarta and Bandung from March 29, 1955 to April 20, 1955. In accordance with the principles of equality and mutual benefit and non-interference in each other's internal affairs and on the basis of friendly cooperation, the two sides, having fully exchanged their views, agreed to enter into ""The Treaty between the People's Republic of China and the public of Indonesia concerning the Question of Dual Nationality"",

The plenipotentiaries of the two Governments signed the above-mentioned Treaty at Bandung on April 22, 1955. The Minister for Foreign Affairs of the People's Republic of China, Chou En-lai, signed for the Government of the People's Republic of China.
The Minister for Foreign Affairs of the Republic of Indonesia, Sunario, signed for the Government of the Republic of Indonesia.
The above-mentioned Treaty shall come into effect after ratification by the two countries and as from the date of exchange of the instruments of ratification at Peking.
The negotiations were conducted throughout in a cordial atmosphere.",communique,dual nationality,,,
"The Asian-African peoples have never provoked war.
They do not have any vested interest in war. They have Too often, been victims of so many wars on their soils. the Asian-African territory has been turned into bloody cannon-fodder. battlefields, the Asian-African youth into Today the destructive power of atomic and hydrogen weapons have driven home to everyone that there is only one path to follow: that of peacefull co-existence. On the other hand, the first successful attempts to use atomic energy in peaceful reconstruction have opened up the most brilliant prospect ever dreamed of by mankind. Today those who want to wreck peace are the same aggressors who are trying by behind-the-scenes manoeuvres to enslave the Asian-African peoples. For this reason the struggle for the maintenance of peace instead of war with the for the Asian-African peoples isidentical struggle for national independence against aggressive imperialism, the struggle for equality among the peoples against racial discrimination.
The Vietnamese people give their full support to the Chinese people's struggle to recover their territorial integrity, to the struggle for unity of the people's Democratic Republic of Korea. They energetically urge the solution of such problems as those of West Irian, Goa, Malaya, Kenya and such other issues, upon the basis of respect of territorial integrity and the right to independence and equality among the peoples.

In the history of the Asian and African countries extensive cultural and trade exchanges have proved to be a driving force for the progress of each country, for the general development and progress of all the Asian-African countries.
Colonialism and wars have broken these ancient and precious contacts, created barriers of segregation and racial hate, prevented all economic and cultural intercourse. Clear evidence of this is the embargo enforced in recent years which has caused great harm to the economic development in all the Asian-African countries and throughout the world.
After the Geneva Conference, the struggle of Viet-Nam entered a new stage, aiming at thoroughly implementing the armistice agreements, consolidating peace, achieving unity, independece and democracy all over the country. Under very difficult conditions, the Vietnamese people

have correctly implemented the provision aimed at ending the war and restoring peace.
The 300-day period for the withdrawal of the troops of both sides to their respective regrouping zones is coming to an end. A new period is opening, in which the problem of Viet-Nam's unity by free general elections must be settled. Viet-Nam is a united country, and no one can divide her. The word Unity has its imprint on VietNam's history, geography, economy, culture, language, customs.
The Government of the Democratic Republic of VietNam has declared its readiness to restore normal relations of all kinds between North and South in order to prepare the Consultative Conference, between the authorities in the North and the South next July 1955, as a first step towards the achievement of Viet-Nam's unity, and it has also declared its readiness to enter into contact with the outhorities in the South.
But immediately after the restoration of peace in Indochina, the aggressive imperialists who had been planning the continuance and extension. of the Indochinese war, endeavoured to organise a military bloc directed against the Geneva Agreements, within the so-called ""area of protection"" of which South Viet-Nam, Cambodia and Laos would be involved. They have tried their best to increase their intervention in the internal affairs of the South, to set up new military bases and send new weapons and military personnel to South Viet-Nam.

The suppression of democratic liberties, strangulation of the will for peace and unity of the people in South Viet-Nam, and creation of the present conflicts in the South, thereby troubling order and security and menacing the people's peaceful existence, are all actuated by their hands. One of their most devilish schemes was to induce and comple some sections of the people, especially the Catholics, to go to the South, in order to supply their newly created army units with soldiers and their rubberplantations with labour.
All the aforesaid activities of the aggressive imperialists are part and parcel of the overall scheme to create new tensions in Asia, Africa and in the world. aimed at sabotaging peace, and enslaving the Asian-African peoples. That is why this struggle will mobilize potentiatlities of the entire Vietnamese people, that is why it will enjoy the sympathy of all Asian and African peoples and of the peaceloving peoples throughout the world.",address,,"Pham Van Dong, the Democratic Republic of Viet-Nam",,Opening
"The Asian-African peoples have never provoked war.
They do not have any vested interest in war. They have Too often, been victims of so many wars on their soils. the Asian-African territory has been turned into bloody cannon-fodder. battlefields, the Asian-African youth into Today the destructive power of atomic and hydrogen weapons have driven home to everyone that there is only one path to follow: that of peacefull co-existence. On the other hand, the first successful attempts to use atomic energy in peaceful reconstruction have opened up the most brilliant prospect ever dreamed of by mankind. Today those who want to wreck peace are the same aggressors who are trying by behind-the-scenes manoeuvres to enslave the Asian-African peoples. For this reason the struggle for the maintenance of peace instead of war with the for the Asian-African peoples isidentical struggle for national independence against aggressive imperialism, the struggle for equality among the peoples against racial discrimination.
The Vietnamese people give their full support to the Chinese people's struggle to recover their territorial integrity, to the struggle for unity of the people's Democratic Republic of Korea. They energetically urge the solution of such problems as those of West Irian, Goa, Malaya, Kenya and such other issues, upon the basis of respect of territorial integrity and the right to independence and equality among the peoples.

In the history of the Asian and African countries extensive cultural and trade exchanges have proved to be a driving force for the progress of each country, for the general development and progress of all the Asian-African countries.
Colonialism and wars have broken these ancient and precious contacts, created barriers of segregation and racial hate, prevented all economic and cultural intercourse. Clear evidence of this is the embargo enforced in recent years which has caused great harm to the economic development in all the Asian-African countries and throughout the world.
After the Geneva Conference, the struggle of Viet-Nam entered a new stage, aiming at thoroughly implementing the armistice agreements, consolidating peace, achieving unity, independece and democracy all over the country. Under very difficult conditions, the Vietnamese people

have correctly implemented the provision aimed at ending the war and restoring peace.
The 300-day period for the withdrawal of the troops of both sides to their respective regrouping zones is coming to an end. A new period is opening, in which the problem of Viet-Nam's unity by free general elections must be settled. Viet-Nam is a united country, and no one can divide her. The word Unity has its imprint on VietNam's history, geography, economy, culture, language, customs.
The Government of the Democratic Republic of VietNam has declared its readiness to restore normal relations of all kinds between North and South in order to prepare the Consultative Conference, between the authorities in the North and the South next July 1955, as a first step towards the achievement of Viet-Nam's unity, and it has also declared its readiness to enter into contact with the outhorities in the South.
But immediately after the restoration of peace in Indochina, the aggressive imperialists who had been planning the continuance and extension. of the Indochinese war, endeavoured to organise a military bloc directed against the Geneva Agreements, within the so-called ""area of protection"" of which South Viet-Nam, Cambodia and Laos would be involved. They have tried their best to increase their intervention in the internal affairs of the South, to set up new military bases and send new weapons and military personnel to South Viet-Nam.

The suppression of democratic liberties, strangulation of the will for peace and unity of the people in South Viet-Nam, and creation of the present conflicts in the South, thereby troubling order and security and menacing the people's peaceful existence, are all actuated by their hands. One of their most devilish schemes was to induce and comple some sections of the people, especially the Catholics, to go to the South, in order to supply their newly created army units with soldiers and their rubberplantations with labour.
All the aforesaid activities of the aggressive imperialists are part and parcel of the overall scheme to create new tensions in Asia, Africa and in the world. aimed at sabotaging peace, and enslaving the Asian-African peoples. That is why this struggle will mobilize potentiatlities of the entire Vietnamese people, that is why it will enjoy the sympathy of all Asian and African peoples and of the peaceloving peoples throughout the world.",press,,,Asia and Africa,
"In less than seven years of Malan-Strijdom rule South Africa is today virtually a police-slave-state. The traditional policy of the country of denial of political rights to non-Whites, economic handicap, restriction on the freedom of movement, and social segregation and discrimination against the non-Whites, has been ruthlessly and shamelessly intensified under the name of apartheid. Today we have political regimentation and control of the non-White population, economic strangulation and expropriation of the property of the non-Whites. This is done in defiance of the resolutions and declarations of the-United Nations Organisation.
This policy is straining race relations in South Africa to a very dangerous point. It is creating an anti-White fceling among the non-Whites, and while things may seem quiet and peaceful at present, the masses of our people are deeply wounded in the soul. They are bitter and sullen One of these days there will be some terrible and shocking anti-White riots and explosions, the like of which has never been seen before In South Africa. Perhaps what we saw at Port Elizabeth and East London at the end of 1952 when innocent whites were killed by Africans in the ""locations"" was a forestaste, In miniature, of the shape of things to come.

No people on earth, no matter how loyal and lawabiding it may be, or no matter how overawed and cowed it may be, can endure for long such a policy of utter ruthlessness and shameless and flagrant injustices.
While the Whites in South Africa possess full citizenship rights and enjoy the fat, riches and comports which that country can provide, the non-Whites are without any rights.
They are denied the right to take part in the choosing of the government which rules them and they have no say in the affairs and administration of their country. They are taxed without representation; denied freedom of movement, freedom of assembly, freedom of speech and freedom of organisation. They are economically oppressed and exploited, they may not trade, live, buy or own land where they like. Under the Group Areas Act they are to lose their properties, businesses, institutions and places of worship. The civil service and skilled occupations in industry, trades and commerce are debarred to them. They are treated in a stepmotherly fashion in the provision of education and social services, and they are socially discriminated against and daily insulted and humiliated.
In addition to all this the Africans who form 67.5% of the total population have been allotted 13% of the land and the Whites who comprise only 20.9% of the

population have allotted to themselves 87 % of the country's best land: rich in minerals, fertile and wellwatered. They are paid miserable wages, starved of education, prohibited from entering urban areas, and subjected to humiliating pass, permit and liquor laws which were responsible for the conviction and sentence. of 739,400 Africans in 1952.
Should there be any anti-White explosions in South Africa the Government will be responsible. But though the Government of the Union of South Africa will be responsible for any racial disaster that might occur there in the future, it would be criminal on our part on the part. of all democratic-minded people of South. Africa and, to some extent, also on the part of the civilised and freedom-loving peoples of the world were we to allow the situation in South Africa to get from bad to worse. It is absolutely imperative, therefore, that all men of goodwill should do everything in their power to try to ease the race tension in South Africa. We cannot allow the impression to get fixed in the minds of the nonWhites that all White peoples are against them.
What is happening in South Africa is not the concern of the people of South Africa alone but also the concern of the peoples of the rest of the world. The sufferings of the non-White people there are a challenge to all civilised peoples of the world. All who are free and who love freedom cannot look on silently and passively while a gross injustice in being done tO a people just because of its race and colour.

Something must be done about the unhealthy human relationship and illtreatment of non-White peoples in South Africa before it is too late.
We have, therefore, come to this historic and worldinspiring conference of the free and non-racial nations of Asia and Africa with this main object : we have come to request thein to use their good offices internationally to persuade the other civilised and freedom-loving nations of the world to prevail upon the Government of the Union of South Africa to abandon its unjust and disastrous policy of apartheid and racial discrimination. We are convinced and confident that the Government of South Africa could be forced to reconsider its reactionary and inhuman policy if all the nations which do not approve of policies and practices of racial oppression and discrimination, particularly the Governments of the United States of America and Great Britain, would boldly take a firm stand against such practices. The United States of America and Great Britain owe it to humanity to see to it that justice and fairness are accorded all men in all countries under the sphere of their influence.
I. A. Cachalia Bandung, Moses Kotane 16th April 1955.",press,,,Asia and Africa,
"Australia was not formally invited by the Five sponsoring Powers to the Asian-African Conference. The reason given is that Australia was not considered to be in the region covered by the Conference.
It is our view that Australia does in fact lie in the Asian area; for if not in that area, to what region does she in fact belong ?
Australia's place in the Asian area was recognised for the purpose of the two conferences which took place in Delhi in 1949 and in Baguio in 1950.
It is our view that Australia should have been invited to this Conference and should have accepted; and should on all future occasions be invited and attend.
Australian interest in and sense community with Asia is growing; it is unfortunate that exclusion from the Conference may check this sentiment and reinforce outworn attitudes to Asian problems.
Public sentiment for closer relations with Asia has been expressed both in the platforms of political parties

such as the Australian Labour Party and by non-party of the World organizations such as the Australian Section
Council of Churches.
The Government of Australia has frequently stated its intention of increasing its representation in Asia and multiplying its contacts with the governments of independent Asia.
If a future conference or a continuing organisation is planned, we trust that Australia's position in Asia will be given due consideration.",press,,,Australia,
